iteration,epsilon,payoff,attacker_best_response,defender_best_response
48,1.27648,5.35981,6.14583,4.08333
49,1.30779,5.34860,6.10204,4.04082
50,1.29720,5.33720,6.08000,4.04000
51,1.22914,5.32718,6.09804,4.09804
52,1.16531,5.31916,6.11538,4.15385
53,1.16198,5.31292,6.13208,4.15094
54,1.17627,5.30590,6.07407,4.12963
55,1.18876,5.29785,6.01818,4.10909
56,1.19962,5.28890,6.01786,4.08929
57,1.15820,5.28101,6.01754,4.12281
58,1.11891,5.27408,6.01724,4.15517
59,1.04826,5.26860,6.05085,4.22034
60,0.98167,5.26500,6.08333,4.28333
61,0.91884,5.26310,6.11475,4.34426
62,0.88241,5.26275,6.14516,4.40323
63,0.92643,5.26405,6.19048,4.42857
64,0.92188,5.26562,6.18750,4.45312
65,0.91716,5.26746,6.18462,4.47692
66,0.91230,5.26951,6.18182,4.50000
67,0.90733,5.27178,6.17910,4.52239
68,0.90225,5.27422,6.17647,4.54412
69,0.89708,5.27683,6.17391,4.56522
70,0.96327,5.27959,6.24286,4.58571
71,1.02539,5.28447,6.30986,4.67606
72,1.08372,5.29128,6.37500,4.73611
73,1.09833,5.29893,6.39726,4.78082
74,1.11176,5.30716,6.41892,4.79730
75,1.08498,5.31502,6.40000,4.80000
76,0.99429,5.32150,6.31579,4.73684
77,0.90791,5.32586,6.23377,4.67532
78,0.82561,5.32824,6.15385,4.61538
79,0.77183,5.32879,6.07595,4.55696
80,0.82766,5.32766,6.00000,4.50000
81,0.88051,5.32495,5.95062,4.44444
82,0.90675,5.32139,5.90244,4.41463
83,0.93148,5.31703,5.86747,4.38554
84,0.90788,5.31264,5.86905,4.40476
85,0.88512,5.30865,5.87059,4.42353
86,0.86317,5.30503,5.87209,4.44186
87,0.84199,5.30176,5.90805,4.45977
88,0.77699,5.29972,5.95455,4.52273
89,0.71468,5.29895,6.00000,4.58427
90,0.74506,5.29938,6.04444,4.60000
91,0.72226,5.29972,6.02198,4.59341
92,0.71278,5.29974,6.00000,4.58696
93,0.70031,5.29969,6.00000,4.60215
94,0.70020,5.29980,6.00000,4.61702
95,0.69994,5.30006,6.00000,4.63158
96,0.69586,5.30002,5.97917,4.60417
97,0.69157,5.29982,5.98969,4.60825
98,0.70002,5.29998,6.00000,4.63265
99,0.72962,5.30068,6.03030,4.66667
100,0.71840,5.30160,6.02000,4.67000
101,0.72728,5.30242,6.02970,4.67327
102,0.73568,5.30354,6.03922,4.69608
103,0.76284,5.30512,6.06796,4.71845
104,0.74140,5.30668,6.04808,4.71154
105,0.72063,5.30794,6.02857,4.70476
106,0.70052,5.30892,6.00943,4.69811
107,0.68102,5.30963,5.99065,4.69159
108,0.66212,5.31010,5.97222,4.68519
109,0.64380,5.31033,5.95413,4.67890
110,0.63760,5.31033,5.93636,4.67273
111,0.64345,5.31012,5.91892,4.66667
112,0.64900,5.30971,5.90179,4.66071
113,0.65424,5.30911,5.88496,4.65487
114,0.65920,5.30833,5.86842,4.64912
115,0.66389,5.30737,5.85217,4.64348
116,0.66833,5.30626,5.84483,4.63793
117,0.64716,5.30528,5.86325,4.65812
118,0.60988,5.30480,5.88983,4.69492
119,0.61112,5.30485,5.91597,4.73109
120,0.63625,5.30542,5.94167,4.76667
121,0.66047,5.30647,5.96694,4.79339
122,0.64324,5.30758,5.95082,4.78689
123,0.62648,5.30848,5.93496,4.78049
124,0.61017,5.30918,5.91935,4.77419
125,0.59430,5.30970,5.90400,4.76800
126,0.57886,5.31003,5.88889,4.76190
127,0.56383,5.31019,5.87402,4.75591
128,0.56018,5.31018,5.86719,4.75000
129,0.55820,5.31014,5.86047,4.75194
130,0.55917,5.31006,5.86923,4.75385
131,0.56768,5.31018,5.87786,4.77099
132,0.57587,5.31049,5.88636,4.78788
133,0.58375,5.31098,5.89474,4.80451
134,0.59874,5.31171,5.91045,4.82836
135,0.61322,5.31270,5.92593,4.85185
136,0.62722,5.31396,5.94118,4.87500
137,0.64074,5.31547,5.95620,4.89781
138,0.65380,5.31721,5.97101,4.92029
139,0.66643,5.31919,5.98561,4.93525
140,0.65740,5.32117,5.97857,4.93571
141,0.62743,5.32292,5.95035,4.91489
142,0.60529,5.32429,5.92958,4.89437
143,0.60453,5.32554,5.93007,4.90210
144,0.60373,5.32682,5.93056,4.90972
145,0.62359,5.32813,5.95172,4.91724
146,0.64285,5.32975,5.97260,4.93151
147,0.63460,5.33139,5.96599,4.93197
148,0.62651,5.33295,5.95946,4.93243
149,0.61858,5.33444,5.95302,4.93289
150,0.61080,5.33587,5.94667,4.93333
151,0.60318,5.33722,5.94040,4.93377
152,0.60228,5.33851,5.94079,4.92763
153,0.60139,5.33978,5.94118,4.93464
154,0.60048,5.34108,5.94156,4.94156
155,0.59322,5.34227,5.93548,4.92903
156,0.58609,5.34340,5.92949,4.92949
157,0.57909,5.34448,5.92357,4.92994
158,0.57222,5.34550,5.91772,4.91772
159,0.54681,5.34627,5.89308,4.89937
160,0.52199,5.34676,5.86875,4.88125
161,0.51017,5.34698,5.85714,4.86335
162,0.49859,5.34709,5.84568,4.85802
163,0.49434,5.34710,5.83436,4.85276
164,0.49944,5.34700,5.84146,4.84756
165,0.50145,5.34703,5.84848,4.86061
166,0.50824,5.34718,5.85542,4.87349
167,0.51483,5.34745,5.86228,4.88623
168,0.52122,5.34782,5.86905,4.89881
169,0.52743,5.34831,5.87574,4.91124
170,0.53346,5.34889,5.88235,4.91765
171,0.52190,5.34944,5.87135,4.91228
172,0.51058,5.34989,5.86047,4.90698
173,0.49948,5.35023,5.84971,4.90173
174,0.48860,5.35048,5.83908,4.89655
175,0.47794,5.35063,5.82857,4.89143
176,0.49009,5.35082,5.84091,4.90909
177,0.50193,5.35118,5.85311,4.92655
178,0.51348,5.35169,5.86517,4.94382
179,0.52473,5.35236,5.87709,4.96089
180,0.53571,5.35318,5.88889,4.97778
181,0.55740,5.35420,5.91160,5.00552
182,0.57858,5.35548,5.93407,5.03297
183,0.59927,5.35701,5.95628,5.06011
184,0.61948,5.35878,5.97826,5.08696
185,0.63921,5.36079,6.00000,5.10270
186,0.63715,5.36285,6.00000,5.10753
187,0.63511,5.36489,6.00000,5.11230
188,0.63306,5.36694,6.00000,5.11702
189,0.64156,5.36903,6.01058,5.13228
190,0.64983,5.37122,6.02105,5.14211
191,0.63710,5.37337,6.01047,5.13613
192,0.62459,5.37541,6.00000,5.11979
193,0.61247,5.37716,5.98964,5.09326
194,0.60057,5.37881,5.97938,5.08763
195,0.58888,5.38036,5.96923,5.08205
196,0.57739,5.38179,5.95918,5.07653
197,0.56611,5.38313,5.94924,5.07107
198,0.55502,5.38437,5.93939,5.06566
199,0.54413,5.38552,5.92965,5.06030
200,0.54835,5.38665,5.93500,5.07000
201,0.55246,5.38784,5.94030,5.07960
202,0.55647,5.38908,5.94554,5.08911
203,0.56036,5.39038,5.95074,5.09852
204,0.56416,5.39172,5.95588,5.10784
205,0.57761,5.39312,5.97073,5.11707
206,0.59077,5.39466,5.98544,5.11165
207,0.57973,5.39611,5.97585,5.10628
208,0.56888,5.39747,5.96635,5.10096
209,0.55821,5.39873,5.95694,5.09569
210,0.54771,5.39991,5.94762,5.09048
211,0.53739,5.40100,5.93839,5.08531
212,0.52723,5.40201,5.92925,5.08019
213,0.51725,5.40294,5.92019,5.07512
214,0.50742,5.40379,5.91121,5.07009
215,0.49776,5.40456,5.90233,5.06512
216,0.48825,5.40526,5.89352,5.06019
217,0.47890,5.40589,5.88479,5.05530
218,0.46970,5.40645,5.87615,5.05046
219,0.46065,5.40693,5.86758,5.04566
220,0.45174,5.40736,5.85909,5.04091
221,0.46549,5.40781,5.87330,5.05882
222,0.47898,5.40841,5.88739,5.07658
223,0.49221,5.40914,5.90135,5.08969
224,0.48298,5.40988,5.89286,5.08482
225,0.47390,5.41055,5.88444,5.08000
226,0.46495,5.41115,5.87611,5.07522
227,0.45615,5.41169,5.86784,5.07048
228,0.44748,5.41217,5.85965,5.06579
229,0.44765,5.41262,5.86026,5.06550
230,0.43915,5.41302,5.85217,5.06087
231,0.43078,5.41337,5.84416,5.05628
232,0.42254,5.41366,5.83621,5.05172
233,0.41443,5.41390,5.82833,5.04721
234,0.40644,5.41407,5.82051,5.04274
235,0.39857,5.41420,5.81277,5.03830
236,0.39082,5.41427,5.80508,5.03390
237,0.39579,5.41434,5.81013,5.04219
238,0.40066,5.41447,5.81513,5.05042
239,0.40544,5.41465,5.82008,5.05858
240,0.41012,5.41488,5.82500,5.06667
241,0.41471,5.41516,5.82988,5.07469
242,0.41922,5.41549,5.83471,5.08264
243,0.42363,5.41587,5.83951,5.09053
244,0.42796,5.41630,5.84426,5.09836
245,0.43220,5.41678,5.84898,5.10612
246,0.44043,5.41729,5.85772,5.11382
247,0.44851,5.41789,5.86640,5.12551
248,0.44439,5.41851,5.86290,5.12500
249,0.44033,5.41911,5.85944,5.12450
250,0.44032,5.41968,5.86000,5.12400
251,0.45220,5.42031,5.87251,5.13944
252,0.46388,5.42104,5.88492,5.15476
253,0.47536,5.42188,5.89723,5.16996
254,0.48664,5.42281,5.90945,5.18504
255,0.49773,5.42384,5.92157,5.20000
256,0.50864,5.42496,5.93359,5.21484
257,0.51936,5.42617,5.94553,5.22179
258,0.51448,5.42738,5.94186,5.22093
259,0.50967,5.42856,5.93822,5.20849
260,0.49346,5.42962,5.92308,5.19615
261,0.47749,5.43056,5.90805,5.18391
262,0.46174,5.43139,5.89313,5.17176
263,0.44623,5.43210,5.87833,5.15970
264,0.43093,5.43271,5.86364,5.14773
265,0.42340,5.43321,5.85660,5.13585
266,0.41596,5.43366,5.84962,5.13158
267,0.41985,5.43408,5.85393,5.13109
268,0.42367,5.43453,5.85821,5.13806
269,0.42743,5.43503,5.86245,5.14498
270,0.43111,5.43556,5.86667,5.15185
271,0.43473,5.43612,5.87085,5.15867
272,0.43828,5.43672,5.87500,5.16544
273,0.44177,5.43735,5.87912,5.17216
274,0.44520,5.43801,5.88321,5.17883
275,0.44857,5.43870,5.88727,5.18545
276,0.45187,5.43943,5.89130,5.19203
277,0.45512,5.44019,5.89531,5.19856
278,0.45831,5.44097,5.89928,5.19424
279,0.46148,5.44175,5.90323,5.20072
280,0.46459,5.44255,5.90714,5.20714
281,0.46765,5.44338,5.91103,5.21352
282,0.46358,5.44422,5.90780,5.21277
283,0.44900,5.44499,5.89399,5.20141
284,0.43461,5.44567,5.88028,5.19014
285,0.42041,5.44625,5.86667,5.17895
286,0.40990,5.44675,5.85664,5.16783
287,0.40299,5.44718,5.85017,5.16376
288,0.39617,5.44758,5.84375,5.15972
289,0.38943,5.44794,5.83737,5.15571
290,0.38278,5.44825,5.83103,5.15172
291,0.37621,5.44853,5.82474,5.14777
292,0.37315,5.44877,5.82192,5.14384
293,0.38032,5.44903,5.82935,5.15358
294,0.38738,5.44935,5.83673,5.16327
295,0.39435,5.44972,5.84407,5.17288
296,0.40121,5.45015,5.85135,5.18243
297,0.40796,5.45062,5.85859,5.19192
298,0.41462,5.45115,5.86577,5.19799
299,0.41453,5.45170,5.86622,5.20067
300,0.41442,5.45224,5.86667,5.20333
301,0.41431,5.45280,5.86711,5.20598
302,0.42084,5.45334,5.87417,5.20199
303,0.43056,5.45393,5.88449,5.20792
304,0.42705,5.45453,5.88158,5.20724
305,0.43011,5.45514,5.88525,5.21311
306,0.43312,5.45576,5.88889,5.21569
307,0.42961,5.45639,5.88599,5.21498
308,0.42613,5.45699,5.88312,5.21429
309,0.42268,5.45758,5.88026,5.21359
310,0.41927,5.45815,5.87742,5.21290
311,0.41590,5.45870,5.87460,5.21222
312,0.41256,5.45924,5.87179,5.21154
313,0.40925,5.45976,5.86901,5.21086
314,0.40598,5.46026,5.86624,5.19427
315,0.39332,5.46065,5.85397,5.17778
316,0.38396,5.46097,5.84494,5.17089
317,0.37472,5.46124,5.83596,5.16404
318,0.36558,5.46146,5.82704,5.15723
319,0.35655,5.46163,5.81818,5.15047
320,0.34763,5.46175,5.80938,5.14375
321,0.34504,5.46182,5.80685,5.13707
322,0.34247,5.46187,5.80435,5.13665
323,0.33993,5.46192,5.80186,5.13622
324,0.34050,5.46197,5.80247,5.13889
325,0.34105,5.46203,5.80308,5.14154
326,0.33241,5.46207,5.79448,5.13497
327,0.33608,5.46208,5.79817,5.13456
328,0.33971,5.46212,5.80183,5.14024
329,0.34328,5.46219,5.80547,5.14590
330,0.34680,5.46229,5.80909,5.15152
331,0.34124,5.46238,5.80363,5.14804
332,0.33574,5.46245,5.79819,5.14458
333,0.33036,5.46249,5.79279,5.13213
334,0.34567,5.46244,5.77545,5.11677
335,0.36080,5.46229,5.75821,5.10149
336,0.37574,5.46205,5.74107,5.08631
337,0.39050,5.46172,5.72404,5.07122
338,0.40508,5.46129,5.70710,5.05621
339,0.41948,5.46078,5.69027,5.04130
340,0.42490,5.46020,5.68824,5.03529
341,0.42150,5.45963,5.68915,5.03812
342,0.41814,5.45907,5.69006,5.04094
343,0.41480,5.45853,5.69096,5.04373
344,0.41731,5.45801,5.69186,5.04070
345,0.42268,5.45746,5.68986,5.03478
346,0.41646,5.45692,5.69364,5.04046
347,0.41031,5.45642,5.69741,5.04611
348,0.39849,5.45596,5.70690,5.05747
349,0.38680,5.45557,5.71633,5.06877
350,0.37524,5.45524,5.72571,5.08000
351,0.36380,5.45497,5.73504,5.09117
352,0.35249,5.45476,5.74432,5.10227
353,0.34130,5.45461,5.75354,5.11331
354,0.33870,5.45452,5.76271,5.11582
355,0.33613,5.45444,5.76338,5.11831
356,0.33358,5.45437,5.76404,5.12079
357,0.33106,5.45431,5.76751,5.12325
358,0.32225,5.45429,5.77654,5.13408
359,0.33120,5.45432,5.78552,5.14485
360,0.34004,5.45441,5.79444,5.14722
361,0.33775,5.45449,5.79224,5.14681
362,0.33548,5.45457,5.79006,5.14641
363,0.33873,5.45466,5.79339,5.15152
364,0.34193,5.45477,5.79670,5.14560
365,0.33147,5.45483,5.78630,5.13699
366,0.32643,5.45484,5.77596,5.12842
367,0.33491,5.45480,5.76567,5.11989
368,0.34330,5.45471,5.75543,5.11141
369,0.34889,5.45458,5.74797,5.10569
370,0.35441,5.45441,5.74054,5.10000
371,0.35987,5.45421,5.73315,5.09434
372,0.36527,5.45398,5.72581,5.08871
373,0.37060,5.45371,5.71850,5.08311
374,0.37587,5.45341,5.71123,5.07754
375,0.38108,5.45308,5.70400,5.07200
376,0.38623,5.45271,5.70213,5.06649
377,0.38604,5.45235,5.70027,5.06631
378,0.39376,5.45196,5.69048,5.05820
379,0.40140,5.45153,5.68074,5.05013
380,0.40895,5.45105,5.67105,5.04211
381,0.41641,5.45053,5.66142,5.03412
382,0.42380,5.44997,5.65183,5.02618
383,0.42068,5.44940,5.65274,5.02872
384,0.41759,5.44884,5.65365,5.03125
385,0.41193,5.44830,5.65974,5.03636
386,0.39600,5.44782,5.67358,5.05181
387,0.38023,5.44742,5.68734,5.06718
388,0.36462,5.44709,5.70103,5.08247
389,0.34916,5.44684,5.71465,5.09769
390,0.34411,5.44667,5.72821,5.10256
391,0.33911,5.44652,5.73146,5.10742
392,0.33415,5.44640,5.73469,5.11224
393,0.32924,5.44629,5.73791,5.11705
394,0.32438,5.44620,5.74112,5.12183
395,0.31956,5.44614,5.74430,5.12658
396,0.30894,5.44612,5.75505,5.13889
397,0.31959,5.44615,5.76574,5.15113
398,0.32513,5.44623,5.77136,5.15829
399,0.33061,5.44634,5.77694,5.16541
400,0.33602,5.44648,5.78250,5.17250
401,0.34637,5.44665,5.79302,5.17456
402,0.34670,5.44683,5.79353,5.17662
403,0.34702,5.44703,5.79404,5.17866
404,0.34733,5.44722,5.79455,5.18069
405,0.34764,5.44743,5.79506,5.18272
406,0.34793,5.44763,5.79557,5.18473
407,0.34822,5.44784,5.79607,5.18673
408,0.34851,5.44806,5.79657,5.18873
409,0.34878,5.44828,5.79707,5.19071
410,0.34905,5.44851,5.79756,5.19268
411,0.34932,5.44874,5.79805,5.19465
412,0.34957,5.44897,5.79854,5.19660
413,0.34982,5.44921,5.79903,5.19855
414,0.35007,5.44945,5.79952,5.19807
415,0.34310,5.44967,5.79277,5.19277
416,0.33619,5.44987,5.78606,5.18750
417,0.32935,5.45003,5.77938,5.18225
418,0.32257,5.45016,5.77273,5.17703
419,0.31584,5.45027,5.76611,5.17184
420,0.30918,5.45034,5.75952,5.16667
421,0.30258,5.45039,5.75297,5.15439
422,0.30819,5.45037,5.74645,5.14218
423,0.31321,5.45033,5.73995,5.13712
424,0.31818,5.45026,5.73349,5.13208
425,0.32311,5.45016,5.72706,5.12706
426,0.32798,5.45004,5.72066,5.12207
427,0.33280,5.44990,5.71663,5.11710
428,0.33292,5.44974,5.71495,5.11682
429,0.33303,5.44958,5.71329,5.11655
430,0.33314,5.44942,5.71163,5.11628
431,0.33324,5.44925,5.70998,5.11601
432,0.33334,5.44908,5.70833,5.11574
433,0.32882,5.44892,5.71132,5.12009
434,0.32435,5.44877,5.71429,5.12442
435,0.31991,5.44865,5.71724,5.12874
436,0.32237,5.44852,5.71789,5.12615
437,0.32026,5.44840,5.71854,5.12815
438,0.31815,5.44829,5.71918,5.13014
439,0.31607,5.44819,5.71982,5.13212
440,0.31400,5.44809,5.72045,5.13409
441,0.32101,5.44800,5.72109,5.12698
442,0.32796,5.44787,5.71267,5.11991
443,0.33485,5.44771,5.70429,5.11287
444,0.34166,5.44752,5.69595,5.10586
445,0.34842,5.44729,5.68764,5.09888
446,0.35510,5.44703,5.67937,5.09193
447,0.36173,5.44674,5.67785,5.08501
448,0.35717,5.44646,5.68080,5.08929
449,0.35265,5.44619,5.68374,5.09354
450,0.34817,5.44595,5.68667,5.09778
451,0.34372,5.44572,5.68958,5.10200
452,0.33931,5.44550,5.69248,5.10619
453,0.33493,5.44531,5.69536,5.11038
454,0.33059,5.44513,5.70705,5.11454
455,0.31753,5.44500,5.71868,5.12747
456,0.30458,5.44493,5.73026,5.14035
457,0.30269,5.44492,5.74179,5.14223
458,0.30080,5.44491,5.74236,5.14410
459,0.29894,5.44490,5.74292,5.14597
460,0.29857,5.44491,5.74348,5.14783
461,0.29912,5.44491,5.74403,5.14967
462,0.29967,5.44492,5.74459,5.15152
463,0.30236,5.44494,5.74730,5.15551
464,0.30502,5.44498,5.75000,5.15948
465,0.30766,5.44503,5.75269,5.16344
466,0.31027,5.44509,5.75536,5.16738
467,0.31286,5.44517,5.75803,5.17131
468,0.31543,5.44526,5.76068,5.17521
469,0.31797,5.44536,5.76333,5.17910
470,0.32474,5.44548,5.77021,5.18298
471,0.33144,5.44563,5.77707,5.19108
472,0.33809,5.44580,5.78390,5.19915
473,0.34468,5.44601,5.79070,5.20719
474,0.35122,5.44625,5.79747,5.21519
475,0.35349,5.44651,5.80000,5.21895
476,0.35574,5.44678,5.80252,5.22059
477,0.35170,5.44705,5.79874,5.21803
478,0.34768,5.44730,5.79498,5.21548
479,0.34995,5.44754,5.79749,5.21086
480,0.34390,5.44777,5.79167,5.20625
481,0.33789,5.44797,5.78586,5.20166
482,0.33193,5.44815,5.78008,5.19710
483,0.32602,5.44831,5.77433,5.19255
484,0.32015,5.44844,5.76860,5.18802
485,0.31433,5.44855,5.76289,5.18351
486,0.30856,5.44864,5.75720,5.17901
487,0.30283,5.44871,5.75154,5.17454
488,0.29100,5.44875,5.73975,5.16393
489,0.29537,5.44874,5.73211,5.15337
490,0.30176,5.44870,5.72449,5.14694
491,0.30810,5.44863,5.71690,5.14053
492,0.31439,5.44854,5.70935,5.13415
493,0.32063,5.44842,5.70183,5.12779
494,0.32681,5.44827,5.69433,5.12146
495,0.33294,5.44809,5.68889,5.11515
496,0.33097,5.44791,5.68952,5.11694
497,0.32902,5.44773,5.69014,5.11871
498,0.32708,5.44756,5.69076,5.12048
499,0.32515,5.44739,5.69138,5.12224
500,0.32323,5.44723,5.69200,5.12400
501,0.32133,5.44708,5.69261,5.12575
502,0.31944,5.44693,5.69323,5.12749
503,0.31756,5.44679,5.69384,5.12922
504,0.31570,5.44665,5.69444,5.13095
505,0.31384,5.44652,5.69505,5.13267
506,0.31200,5.44639,5.69565,5.13439
507,0.31411,5.44626,5.69231,5.13215
508,0.31620,5.44612,5.68898,5.12992
509,0.31827,5.44597,5.68566,5.12770
510,0.32032,5.44581,5.68235,5.12549
511,0.31845,5.44565,5.68297,5.12720
512,0.31659,5.44550,5.68359,5.12891
513,0.31474,5.44535,5.68421,5.13060
514,0.30514,5.44521,5.69261,5.14008
515,0.29561,5.44512,5.70097,5.14951
516,0.29388,5.44505,5.70155,5.15116
517,0.29217,5.44498,5.70213,5.15280
518,0.29047,5.44491,5.70270,5.15444
519,0.28878,5.44485,5.70328,5.15607
520,0.29095,5.44479,5.70385,5.15385
521,0.29693,5.44472,5.69674,5.14779
522,0.30286,5.44462,5.68966,5.14176
523,0.30874,5.44450,5.68260,5.13576
524,0.31458,5.44435,5.67557,5.12977
525,0.32037,5.44418,5.66857,5.12381
526,0.32611,5.44399,5.66160,5.11787
527,0.33181,5.44377,5.65465,5.11195
528,0.33747,5.44353,5.64773,5.10606
529,0.34307,5.44326,5.64650,5.10019
530,0.34300,5.44300,5.64528,5.10000
531,0.34292,5.44273,5.64407,5.09981
532,0.34284,5.44246,5.64286,5.09962
533,0.34276,5.44220,5.64165,5.09944
534,0.34268,5.44193,5.64045,5.09925
535,0.34072,5.44166,5.64112,5.10093
536,0.34065,5.44140,5.64179,5.10075
537,0.34429,5.44113,5.63687,5.09683
538,0.34420,5.44085,5.63569,5.09665
539,0.34410,5.44057,5.63451,5.09647
540,0.34400,5.44029,5.63333,5.09630
541,0.34390,5.44001,5.63216,5.09612
542,0.34379,5.43973,5.63100,5.09594
543,0.34369,5.43945,5.63536,5.09576
544,0.33809,5.43919,5.63971,5.10110
545,0.33252,5.43895,5.64404,5.10642
546,0.32700,5.43872,5.64835,5.11172
547,0.32151,5.43852,5.65265,5.11700
548,0.31607,5.43833,5.65693,5.12226
549,0.31066,5.43816,5.66120,5.12750
550,0.30892,5.43801,5.66545,5.12909
551,0.30900,5.43786,5.66425,5.12886
552,0.30909,5.43771,5.66304,5.12862
553,0.30917,5.43756,5.66727,5.12839
554,0.30025,5.43743,5.67509,5.13718
555,0.29139,5.43733,5.68288,5.14595
556,0.28259,5.43726,5.69065,5.15468
557,0.27385,5.43723,5.69838,5.16338
558,0.26888,5.43722,5.70609,5.17204
559,0.27118,5.43723,5.70841,5.17531
560,0.27346,5.43725,5.71071,5.17857
561,0.27573,5.43728,5.71301,5.18182
562,0.27798,5.43732,5.71530,5.18505
563,0.28021,5.43737,5.71758,5.18828
564,0.28242,5.43743,5.71986,5.19149
565,0.28462,5.43750,5.72212,5.19469
566,0.28680,5.43758,5.72438,5.19788
567,0.28896,5.43767,5.72663,5.20106
568,0.29111,5.43777,5.72887,5.20423
569,0.29323,5.43787,5.73111,5.20035
570,0.28660,5.43796,5.72456,5.19474
571,0.28001,5.43802,5.71804,5.18914
572,0.27347,5.43807,5.71154,5.18357
573,0.26697,5.43809,5.70506,5.17801
574,0.26562,5.43809,5.69861,5.17247
575,0.27112,5.43807,5.69217,5.16696
576,0.27658,5.43803,5.68576,5.16146
577,0.28199,5.43797,5.67938,5.15598
578,0.28737,5.43789,5.67301,5.15052
579,0.29271,5.43779,5.66667,5.14508
580,0.29802,5.43767,5.66034,5.13966
581,0.29813,5.43754,5.65921,5.13941
582,0.29823,5.43741,5.65808,5.13918
583,0.29834,5.43728,5.65695,5.13894
584,0.29844,5.43714,5.65582,5.13870
585,0.29854,5.43700,5.65470,5.13846
586,0.30205,5.43686,5.65358,5.13481
587,0.30724,5.43671,5.64736,5.12947
588,0.31238,5.43653,5.64116,5.12415
589,0.31750,5.43634,5.63497,5.11885
590,0.32257,5.43613,5.63390,5.11356
591,0.32255,5.43592,5.63283,5.11337
592,0.32253,5.43571,5.63176,5.11318
593,0.32251,5.43549,5.63238,5.11298
594,0.31912,5.43528,5.63468,5.11616
595,0.31576,5.43509,5.63697,5.11933
596,0.31242,5.43490,5.63926,5.12248
597,0.30910,5.43473,5.64322,5.12563
598,0.30079,5.43457,5.65050,5.13378
599,0.29254,5.43444,5.65776,5.14190
600,0.28434,5.43434,5.66500,5.15000
601,0.28118,5.43425,5.66722,5.15308
602,0.27803,5.43418,5.66944,5.15615
603,0.27491,5.43411,5.67164,5.15920
604,0.27180,5.43405,5.67384,5.16225
605,0.26872,5.43401,5.67603,5.16529
606,0.26565,5.43397,5.68317,5.16832
607,0.25767,5.43395,5.69028,5.17628
608,0.26341,5.43396,5.69737,5.18421
609,0.27044,5.43400,5.70443,5.19212
610,0.27742,5.43406,5.71148,5.20000
611,0.28436,5.43414,5.71849,5.20786
612,0.29124,5.43425,5.72549,5.21569
613,0.29809,5.43438,5.73246,5.22349
614,0.30488,5.43453,5.73941,5.23127
615,0.30352,5.43469,5.73821,5.23089
616,0.30216,5.43485,5.73701,5.23052
617,0.30081,5.43501,5.73582,5.23015
618,0.29946,5.43517,5.73463,5.22977
619,0.29813,5.43532,5.73344,5.22940
620,0.29680,5.43546,5.73226,5.22903
621,0.29547,5.43561,5.73108,5.22383
622,0.29256,5.43573,5.72830,5.21865
623,0.29127,5.43585,5.72713,5.21830
624,0.28999,5.43597,5.72596,5.21795
625,0.28872,5.43608,5.72480,5.21760
626,0.28745,5.43619,5.72364,5.21086
627,0.27823,5.43628,5.71451,5.20255
628,0.27226,5.43634,5.70860,5.19745
629,0.26632,5.43639,5.70270,5.19237
630,0.26041,5.43641,5.69683,5.18730
631,0.25455,5.43642,5.69097,5.18225
632,0.25920,5.43641,5.68513,5.17722
633,0.26419,5.43639,5.67930,5.17220
