iteration,epsilon,payoff,attacker_best_response,defender_best_response
48,0.90321,4.75738,5.58333,3.85417
49,0.85839,4.75635,5.59184,3.89796
50,0.90360,4.75640,5.66000,3.94000
51,0.96578,4.75971,5.72549,4.03922
52,1.02256,4.76590,5.78846,4.13462
53,1.11214,4.77465,5.88679,4.22642
54,1.21262,4.78738,6.00000,4.29630
55,1.21719,4.80099,6.01818,4.29091
56,1.13393,4.81250,5.94643,4.25000
57,1.05571,4.82148,5.87719,4.21053
58,0.99941,4.82818,5.82759,4.17241
59,0.94628,4.83338,5.77966,4.15254
60,0.89611,4.83722,5.73333,4.13333
61,0.88148,4.83983,5.72131,4.11475
62,0.88345,4.84235,5.72581,4.12903
63,0.90048,4.84555,5.74603,4.17460
64,0.91602,4.84961,5.76562,4.21875
65,0.93018,4.85444,5.78462,4.26154
66,0.94307,4.85996,5.80303,4.30303
67,0.95478,4.86612,5.82090,4.34328
68,0.96540,4.87284,5.83824,4.33824
69,0.93279,4.87881,5.81159,4.33333
70,0.90163,4.88408,5.78571,4.32857
71,0.87185,4.88871,5.76056,4.32394
72,0.84336,4.89275,5.73611,4.31944
73,0.81610,4.89623,5.71233,4.31507
74,0.78999,4.89920,5.68919,4.31081
75,0.76498,4.90169,5.66667,4.30667
76,0.78047,4.90374,5.68421,4.30263
77,0.80772,4.90656,5.71429,4.35065
78,0.83333,4.91026,5.74359,4.39744
79,0.88239,4.91508,5.79747,4.43038
80,0.87984,4.92016,5.80000,4.45000
81,0.87715,4.92532,5.80247,4.46914
82,0.87433,4.93055,5.80488,4.46341
83,0.86007,4.93511,5.79518,4.44578
84,0.84623,4.93948,5.78571,4.45238
85,0.83280,4.94367,5.77647,4.45882
86,0.81977,4.94767,5.76744,4.46512
87,0.82983,4.95178,5.78161,4.49425
88,0.83923,4.95622,5.79545,4.51136
89,0.82591,4.96061,5.78652,4.51685
90,0.81296,4.96481,5.77778,4.51111
91,0.78964,4.96860,5.75824,4.50549
92,0.76713,4.97200,5.73913,4.50000
93,0.74540,4.97503,5.72043,4.49462
94,0.72442,4.97770,5.70213,4.48936
95,0.68332,4.97983,5.66316,4.46316
96,0.64377,4.98123,5.62500,4.43750
97,0.60570,4.98193,5.58763,4.41237
98,0.60943,4.98240,5.59184,4.38776
99,0.61861,4.98225,5.55556,4.36364
100,0.64150,4.98150,5.52000,4.34000
101,0.66337,4.98020,5.48515,4.31683
102,0.68426,4.97837,5.45098,4.29412
103,0.65614,4.97653,5.48544,4.32039
104,0.61011,4.97550,5.51923,4.36538
105,0.57714,4.97524,5.55238,4.40952
106,0.60920,4.97570,5.58491,4.43396
107,0.61237,4.97642,5.58879,4.44860
108,0.61531,4.97728,5.59259,4.44444
109,0.58185,4.97778,5.55963,4.42202
110,0.57777,4.97777,5.52727,4.40000
111,0.59890,4.97727,5.51351,4.37838
112,0.60164,4.97664,5.50000,4.37500
113,0.60420,4.97588,5.53097,4.37168
114,0.58564,4.97576,5.56140,4.41228
115,0.61505,4.97626,5.59130,4.45217
116,0.64336,4.97733,5.62069,4.49138
117,0.67061,4.97896,5.64957,4.52991
118,0.69685,4.98111,5.67797,4.55085
119,0.70560,4.98348,5.68908,4.57143
120,0.71396,4.98604,5.70000,4.59167
121,0.72195,4.98880,5.71074,4.59504
122,0.68906,4.99127,5.68033,4.57377
123,0.65715,4.99326,5.65041,4.55285
124,0.62617,4.99480,5.62097,4.53226
125,0.59610,4.99590,5.59200,4.51200
126,0.56689,4.99660,5.56349,4.49206
127,0.56197,4.99709,5.55906,4.49606
128,0.55713,4.99756,5.55469,4.50000
129,0.55237,4.99802,5.55039,4.50388
130,0.54769,4.99846,5.54615,4.50769
131,0.54309,4.99889,5.54198,4.51145
132,0.53868,4.99920,5.53788,4.50000
133,0.54927,4.99960,5.54887,4.51880
134,0.55948,5.00022,5.55970,4.52239
135,0.54003,5.00071,5.54074,4.51111
136,0.52109,5.00097,5.52206,4.50000
137,0.51196,5.00101,5.50365,4.48905
138,0.52258,5.00084,5.49275,4.47826
139,0.51861,5.00062,5.48921,4.48201
140,0.52184,5.00041,5.48571,4.47857
141,0.53197,5.00005,5.46809,4.46809
142,0.54176,4.99950,5.45775,4.45775
143,0.54443,4.99897,5.46154,4.45455
144,0.55387,4.99831,5.44444,4.44444
145,0.56300,4.99748,5.42759,4.43448
146,0.53781,4.99672,5.44521,4.45890
147,0.51326,4.99625,5.46259,4.48299
148,0.48932,4.99607,5.47973,4.50676
149,0.50047,4.99617,5.49664,4.53020
150,0.51680,4.99653,5.51333,4.55333
151,0.53265,4.99715,5.52980,4.56291
152,0.51545,4.99771,5.51316,4.55263
153,0.49865,4.99808,5.49673,4.54248
154,0.48225,4.99827,5.48052,4.53247
155,0.48862,4.99829,5.46452,4.50968
156,0.51718,4.99795,5.43590,4.48077
157,0.51970,4.99740,5.42675,4.47771
158,0.52211,4.99680,5.41772,4.47468
159,0.52443,4.99612,5.40881,4.47170
160,0.52664,4.99539,5.40000,4.46875
161,0.52876,4.99460,5.40373,4.46584
162,0.51859,4.99390,5.40741,4.47531
163,0.50864,4.99330,5.41104,4.48466
164,0.49888,4.99279,5.41463,4.49390
165,0.48933,4.99236,5.41818,4.50303
166,0.50406,4.99202,5.42169,4.48795
167,0.51841,4.99147,5.40120,4.47305
168,0.53238,4.99072,5.38095,4.45833
169,0.54599,4.98978,5.36095,4.44379
170,0.55924,4.98865,5.34118,4.42941
171,0.57214,4.98735,5.33333,4.41520
172,0.57322,4.98601,5.32558,4.41279
173,0.57423,4.98463,5.31792,4.41040
174,0.57518,4.98322,5.31034,4.40805
175,0.57607,4.98178,5.31429,4.40571
176,0.56001,4.98047,5.32386,4.42045
177,0.54429,4.97932,5.33333,4.43503
178,0.52888,4.97832,5.34270,4.44944
179,0.51378,4.97747,5.35196,4.46369
180,0.49898,4.97676,5.36111,4.47778
181,0.49000,4.97619,5.37017,4.48619
182,0.50305,4.97558,5.35165,4.47253
183,0.51578,4.97480,5.33333,4.45902
184,0.52821,4.97386,5.31522,4.44565
185,0.54034,4.97277,5.31892,4.43243
186,0.53090,4.97176,5.32258,4.44086
187,0.52163,4.97083,5.32620,4.44920
188,0.51253,4.96998,5.32979,4.45745
189,0.50360,4.96921,5.33333,4.46561
190,0.49482,4.96850,5.33684,4.47368
191,0.47057,4.96796,5.35602,4.49738
192,0.44680,4.96764,5.37500,4.52083
193,0.42624,4.96754,5.39378,4.54404
194,0.42419,4.96756,5.39175,4.54639
195,0.42217,4.96757,5.38974,4.54872
196,0.42016,4.96759,5.38776,4.55102
197,0.41818,4.96761,5.38579,4.55330
198,0.41621,4.96763,5.38384,4.55556
199,0.41426,4.96765,5.38191,4.55779
200,0.41233,4.96767,5.38000,4.56000
201,0.41041,4.96770,5.37811,4.56219
202,0.40851,4.96772,5.37624,4.56436
203,0.40663,4.96775,5.37438,4.56650
204,0.40477,4.96778,5.37255,4.56863
205,0.41268,4.96780,5.38049,4.56098
206,0.41081,4.96783,5.37864,4.56311
207,0.40895,4.96786,5.37681,4.56522
208,0.40711,4.96789,5.37500,4.56731
209,0.40528,4.96793,5.37321,4.56938
210,0.40347,4.96796,5.37143,4.57143
211,0.40168,4.96799,5.36967,4.57346
212,0.40933,4.96803,5.37736,4.57547
213,0.42150,4.96817,5.38967,4.59155
214,0.43342,4.96845,5.40187,4.60748
215,0.45441,4.96885,5.42326,4.62326
216,0.47960,4.96948,5.44907,4.65278
217,0.49054,4.97029,5.46083,4.66820
218,0.50126,4.97121,5.47248,4.68349
219,0.51177,4.97225,5.48402,4.68037
220,0.49952,4.97320,5.47273,4.67273
221,0.48748,4.97406,5.46154,4.66516
222,0.47563,4.97482,5.45045,4.65766
223,0.46397,4.97549,5.43946,4.65022
224,0.45251,4.97606,5.42857,4.64286
225,0.44122,4.97655,5.41778,4.63556
226,0.43012,4.97696,5.40708,4.62832
227,0.42801,4.97727,5.40529,4.62115
228,0.42592,4.97759,5.40351,4.61404
229,0.41084,4.97780,5.38865,4.60262
230,0.39601,4.97790,5.37391,4.59130
231,0.39780,4.97789,5.35931,4.58009
232,0.40880,4.97776,5.34483,4.56897
233,0.41959,4.97753,5.33047,4.55794
234,0.43018,4.97719,5.32479,4.54701
235,0.43214,4.97682,5.31915,4.54468
236,0.43405,4.97643,5.31356,4.54237
237,0.43592,4.97600,5.30802,4.54008
238,0.43773,4.97555,5.30252,4.53782
239,0.43951,4.97507,5.29707,4.53556
240,0.44123,4.97457,5.29167,4.53333
241,0.44292,4.97404,5.28631,4.53112
242,0.44456,4.97348,5.28099,4.52893
243,0.44615,4.97290,5.27572,4.52675
244,0.44771,4.97230,5.27049,4.52459
245,0.44923,4.97168,5.27347,4.52245
246,0.44264,4.97110,5.27642,4.52846
247,0.43615,4.97056,5.27935,4.53441
248,0.42974,4.97007,5.29032,4.54032
249,0.41146,4.96969,5.30522,4.55823
250,0.39346,4.96946,5.32000,4.57600
251,0.37572,4.96935,5.33466,4.59363
252,0.37983,4.96937,5.34921,4.61111
253,0.39412,4.96952,5.36364,4.62055
254,0.38859,4.96968,5.35827,4.61811
255,0.38313,4.96981,5.35294,4.61569
256,0.37775,4.96991,5.34766,4.61328
257,0.37244,4.96998,5.34241,4.61089
258,0.36720,4.97001,5.33721,4.60853
259,0.38133,4.97002,5.35135,4.60618
260,0.39524,4.97015,5.36538,4.62308
261,0.40892,4.97039,5.37931,4.63985
262,0.42238,4.97075,5.39313,4.65649
263,0.43563,4.97122,5.40684,4.67300
264,0.44490,4.97176,5.41667,4.68182
265,0.45403,4.97239,5.42642,4.69434
266,0.46300,4.97309,5.43609,4.70677
267,0.47932,4.97387,5.45318,4.71910
268,0.49538,4.97477,5.47015,4.72388
269,0.49272,4.97568,5.46840,4.72491
270,0.49010,4.97657,5.46667,4.72593
271,0.48749,4.97745,5.46494,4.72694
272,0.48492,4.97832,5.46324,4.72794
273,0.48236,4.97918,5.46154,4.72894
274,0.47983,4.98002,5.45985,4.72993
275,0.47733,4.98085,5.45818,4.73091
276,0.47485,4.98167,5.45652,4.73188
277,0.47239,4.98248,5.45487,4.73285
278,0.46995,4.98328,5.45324,4.73381
279,0.46754,4.98407,5.45161,4.73477
280,0.46515,4.98485,5.45000,4.73571
281,0.46279,4.98561,5.44840,4.73665
282,0.46044,4.98637,5.44681,4.73759
283,0.45812,4.98711,5.44523,4.73852
284,0.45933,4.98785,5.44718,4.73944
285,0.45353,4.98857,5.44211,4.73684
286,0.44780,4.98927,5.43706,4.73427
287,0.44213,4.98992,5.43206,4.73171
288,0.43654,4.99055,5.42708,4.72917
289,0.43101,4.99114,5.42215,4.72664
290,0.42554,4.99170,5.41724,4.72414
291,0.42014,4.99223,5.41237,4.71821
292,0.40799,4.99269,5.40068,4.70890
293,0.39600,4.99308,5.38908,4.69966
294,0.38416,4.99339,5.37755,4.69048
295,0.37925,4.99363,5.37288,4.68136
296,0.37440,4.99385,5.36824,4.67905
297,0.36960,4.99404,5.36364,4.67677
298,0.36486,4.99420,5.35906,4.67450
299,0.36017,4.99434,5.35452,4.67224
300,0.35554,4.99446,5.35000,4.67000
301,0.35097,4.99455,5.34551,4.66777
302,0.34644,4.99462,5.34106,4.66556
303,0.34197,4.99466,5.33663,4.66337
304,0.33755,4.99469,5.33224,4.66118
305,0.33567,4.99469,5.32787,4.65902
306,0.33781,4.99467,5.32680,4.65686
307,0.34082,4.99468,5.33550,4.66775
308,0.34292,4.99474,5.33766,4.67208
309,0.34499,4.99482,5.33981,4.67638
310,0.34702,4.99491,5.34194,4.68065
311,0.34902,4.99503,5.34405,4.68489
312,0.35099,4.99516,5.34615,4.68910
313,0.35293,4.99531,5.34824,4.69329
314,0.36753,4.99553,5.36306,4.70382
315,0.36930,4.99578,5.36508,4.70794
316,0.37104,4.99604,5.36709,4.71203
317,0.37591,4.99633,5.37224,4.71609
318,0.39325,4.99669,5.38994,4.73585
319,0.41036,4.99716,5.40752,4.75549
320,0.42726,4.99774,5.42500,4.77500
321,0.44393,4.99844,5.44237,4.79439
322,0.44801,4.99920,5.44720,4.79814
323,0.44895,4.99997,5.44892,4.80186
324,0.44986,5.00075,5.45062,4.79938
325,0.43851,5.00149,5.44000,4.79077
326,0.42729,5.00215,5.42945,4.78221
327,0.41620,5.00276,5.41896,4.77370
328,0.40524,5.00330,5.40854,4.76524
329,0.39440,5.00378,5.39818,4.75684
330,0.38368,5.00420,5.38788,4.74848
331,0.36706,5.00454,5.37160,4.73414
332,0.35064,5.00478,5.35542,4.71988
333,0.33441,5.00493,5.33934,4.70571
334,0.31836,5.00499,5.32335,4.69162
335,0.32735,5.00496,5.30746,4.67761
336,0.34115,5.00485,5.29167,4.66369
337,0.35479,5.00464,5.28190,4.64985
338,0.35647,5.00440,5.27811,4.64793
339,0.35813,5.00415,5.27434,4.64602
340,0.35977,5.00388,5.27059,4.64412
341,0.36137,5.00360,5.26686,4.64223
342,0.36296,5.00331,5.26316,4.64035
343,0.36452,5.00300,5.26531,4.63848
344,0.36608,5.00271,5.26744,4.63663
345,0.37341,5.00239,5.25797,4.62899
346,0.38064,5.00203,5.24855,4.62139
347,0.38779,5.00162,5.24496,4.61383
348,0.38913,5.00120,5.24138,4.61207
349,0.39045,5.00076,5.23782,4.61032
350,0.39175,5.00032,5.23429,4.60857
351,0.39302,4.99986,5.23077,4.60684
352,0.39995,4.99938,5.23295,4.59943
353,0.39269,4.99892,5.23796,4.60623
354,0.38551,4.99851,5.24294,4.61299
355,0.37841,4.99813,5.24789,4.61972
356,0.37138,4.99778,5.25281,4.62640
357,0.36442,4.99747,5.25770,4.63305
358,0.35753,4.99720,5.26257,4.63966
359,0.35072,4.99696,5.26741,4.64624
360,0.34397,4.99675,5.27222,4.65278
361,0.33730,4.99658,5.27701,4.65928
362,0.33622,4.99644,5.28453,4.66022
363,0.33515,4.99630,5.28375,4.66116
364,0.33409,4.99617,5.28297,4.66209
365,0.33303,4.99604,5.28219,4.66301
366,0.33198,4.99592,5.28142,4.66393
367,0.33094,4.99579,5.28065,4.66485
368,0.32990,4.99567,5.27989,4.66576
369,0.33428,4.99553,5.27371,4.66125
370,0.33860,4.99536,5.26757,4.65676
371,0.34288,4.99517,5.26146,4.65229
372,0.34710,4.99495,5.25538,4.64785
373,0.35127,4.99470,5.24933,4.64343
374,0.35539,4.99443,5.24332,4.63904
375,0.35415,4.99415,5.24267,4.64000
376,0.35291,4.99387,5.24202,4.64096
377,0.35168,4.99359,5.24138,4.64191
378,0.35046,4.99332,5.24074,4.64286
379,0.34925,4.99305,5.24011,4.64380
380,0.34804,4.99278,5.23947,4.64474
381,0.34684,4.99251,5.23885,4.64567
382,0.34565,4.99225,5.23822,4.64660
383,0.34447,4.99199,5.23760,4.64752
384,0.34330,4.99173,5.23698,4.64844
385,0.34213,4.99148,5.23636,4.64935
386,0.34097,4.99123,5.23575,4.65026
387,0.33982,4.99098,5.23514,4.65116
388,0.33867,4.99073,5.23454,4.65206
389,0.33753,4.99049,5.23393,4.65296
390,0.33897,4.99025,5.24103,4.65128
391,0.33785,4.99002,5.24041,4.65217
392,0.33674,4.98980,5.23980,4.65306
393,0.33564,4.98958,5.23919,4.65394
394,0.33454,4.98936,5.23858,4.65482
395,0.33345,4.98915,5.23797,4.65570
396,0.33237,4.98894,5.23737,4.65657
397,0.33129,4.98873,5.23678,4.65743
398,0.33023,4.98852,5.23618,4.65829
399,0.32916,4.98831,5.23559,4.65915
400,0.32811,4.98811,5.23500,4.66000
401,0.32706,4.98790,5.23441,4.66085
402,0.32601,4.98770,5.23383,4.66169
403,0.32498,4.98751,5.23325,4.66253
404,0.32394,4.98731,5.23267,4.66337
405,0.32292,4.98712,5.23210,4.66420
406,0.32190,4.98693,5.23153,4.66502
407,0.32089,4.98674,5.23096,4.66585
408,0.31988,4.98655,5.23039,4.66667
409,0.30669,4.98639,5.24205,4.67971
410,0.29362,4.98630,5.25366,4.69268
411,0.28067,4.98627,5.26521,4.70560
412,0.29041,4.98629,5.27670,4.71845
413,0.28968,4.98635,5.27603,4.71913
414,0.28896,4.98640,5.27536,4.71981
415,0.28825,4.98645,5.27470,4.72048
416,0.28994,4.98651,5.27644,4.72115
417,0.29639,4.98658,5.28297,4.72902
418,0.30278,4.98669,5.28947,4.73684
419,0.30911,4.98684,5.29594,4.74463
420,0.31537,4.98701,5.30238,4.75238
421,0.32157,4.98722,5.30879,4.76010
422,0.32770,4.98746,5.31517,4.76777
423,0.33378,4.98773,5.32151,4.77541
424,0.33980,4.98804,5.32783,4.78302
425,0.33871,4.98835,5.32706,4.78353
426,0.33763,4.98867,5.32629,4.78404
427,0.33655,4.98898,5.32553,4.78454
428,0.33082,4.98927,5.32009,4.78037
429,0.32514,4.98955,5.31469,4.77622
430,0.33111,4.98982,5.32093,4.78372
431,0.33702,4.99013,5.32715,4.78654
432,0.33133,4.99042,5.32176,4.78241
433,0.32570,4.99070,5.31640,4.77829
434,0.32011,4.99095,5.31106,4.77419
435,0.31457,4.99117,5.30575,4.77011
436,0.30908,4.99138,5.30046,4.76606
437,0.30821,4.99156,5.29977,4.76201
438,0.30735,4.99174,5.29909,4.76256
439,0.29967,4.99190,5.29157,4.75626
440,0.29206,4.99203,5.28409,4.75000
441,0.28452,4.99213,5.27664,4.74376
442,0.27930,4.99219,5.27149,4.73756
443,0.27638,4.99224,5.26862,4.73589
444,0.27348,4.99228,5.26577,4.73423
445,0.27061,4.99231,5.26292,4.73258
446,0.26776,4.99233,5.26009,4.73094
447,0.26527,4.99234,5.25727,4.72707
448,0.27134,4.99233,5.25000,4.72098
449,0.27736,4.99228,5.24276,4.71492
450,0.28332,4.99221,5.23556,4.70889
451,0.28922,4.99210,5.23503,4.70288
452,0.28405,4.99201,5.23894,4.70796
453,0.27892,4.99194,5.24283,4.71302
454,0.27383,4.99189,5.24670,4.71806
455,0.26878,4.99186,5.25055,4.72308
456,0.26377,4.99184,5.25439,4.72807
457,0.26636,4.99185,5.25821,4.73304
458,0.27013,4.99188,5.26201,4.73799
459,0.27387,4.99192,5.26580,4.74292
460,0.27758,4.99198,5.26957,4.74783
461,0.28125,4.99207,5.27332,4.75271
462,0.28489,4.99217,5.27706,4.75758
463,0.28849,4.99228,5.28078,4.75378
464,0.28133,4.99238,5.27371,4.74784
465,0.27852,4.99244,5.27097,4.74194
466,0.27574,4.99250,5.26824,4.74034
467,0.27298,4.99254,5.26552,4.73876
468,0.27024,4.99258,5.26282,4.73718
469,0.26752,4.99261,5.26013,4.73561
470,0.26482,4.99263,5.25745,4.73404
471,0.26214,4.99263,5.25478,4.73248
472,0.26170,4.99263,5.25212,4.73093
473,0.26324,4.99263,5.24947,4.72939
474,0.26476,4.99261,5.24684,4.72785
475,0.26626,4.99258,5.24421,4.72632
476,0.26776,4.99255,5.24160,4.72479
477,0.26923,4.99250,5.23899,4.72327
478,0.27069,4.99245,5.23640,4.72176
479,0.27214,4.99239,5.23382,4.72025
480,0.27357,4.99232,5.23125,4.71875
481,0.27499,4.99225,5.22869,4.71726
482,0.27639,4.99216,5.22614,4.71577
483,0.27778,4.99207,5.22360,4.71429
484,0.27916,4.99197,5.22107,4.71281
485,0.28052,4.99186,5.21856,4.71134
486,0.28187,4.99175,5.21605,4.70988
487,0.28321,4.99163,5.21355,4.70842
488,0.28453,4.99150,5.21107,4.70697
489,0.28584,4.99136,5.20859,4.70552
490,0.28713,4.99122,5.20612,4.70408
491,0.28842,4.99107,5.20570,4.70265
492,0.28564,4.99092,5.20732,4.70528
493,0.28287,4.99078,5.20892,4.70791
494,0.28013,4.99066,5.21053,4.71053
495,0.27741,4.99054,5.21212,4.71313
496,0.27471,4.99043,5.21371,4.71573
497,0.27202,4.99033,5.21529,4.71831
498,0.26936,4.99024,5.22088,4.72088
499,0.25872,4.99018,5.23046,4.73146
500,0.24983,4.99017,5.24000,4.74200
501,0.26130,4.99020,5.25150,4.75050
502,0.26473,4.99025,5.25498,4.75498
503,0.26814,4.99031,5.25845,4.75944
504,0.27151,4.99039,5.26190,4.76389
505,0.27486,4.99049,5.26535,4.76832
506,0.27817,4.99060,5.26877,4.77273
507,0.28146,4.99073,5.27219,4.77712
508,0.28472,4.99087,5.27559,4.78150
509,0.28795,4.99103,5.27898,4.78585
510,0.29116,4.99120,5.28235,4.79020
511,0.29433,4.99138,5.28571,4.78669
512,0.28970,4.99155,5.28125,4.78320
513,0.28511,4.99170,5.27680,4.77973
514,0.28054,4.99183,5.27237,4.77626
515,0.28184,4.99195,5.27379,4.77282
516,0.28699,4.99208,5.27907,4.77907
517,0.29210,4.99224,5.28433,4.78530
518,0.29716,4.99241,5.28958,4.79151
519,0.30219,4.99261,5.29480,4.79769
520,0.30717,4.99283,5.30000,4.80385
521,0.31212,4.99306,5.30518,4.80998
522,0.31129,4.99331,5.30460,4.81034
523,0.31046,4.99355,5.30402,4.81071
524,0.30964,4.99380,5.30344,4.81107
525,0.31262,4.99405,5.30667,4.81524
526,0.31558,4.99431,5.30989,4.81559
527,0.30905,4.99456,5.30361,4.81025
528,0.30257,4.99478,5.29735,4.80492
529,0.29613,4.99498,5.29112,4.79962
530,0.28974,4.99516,5.28491,4.79434
531,0.28340,4.99532,5.27872,4.78908
532,0.27710,4.99545,5.27256,4.78383
533,0.27085,4.99556,5.26642,4.77861
534,0.26464,4.99566,5.26030,4.77341
535,0.25848,4.99572,5.25421,4.76822
536,0.25423,4.99577,5.25000,4.76306
537,0.25186,4.99581,5.24767,4.76164
538,0.24952,4.99584,5.24535,4.76022
539,0.24718,4.99586,5.24304,4.75881
540,0.24487,4.99587,5.24074,4.75741
541,0.24256,4.99588,5.23845,4.75601
542,0.24127,4.99588,5.23616,4.75461
543,0.24266,4.99588,5.23389,4.75322
544,0.24403,4.99587,5.23162,4.75184
545,0.24539,4.99585,5.22936,4.75046
546,0.24674,4.99582,5.22711,4.74908
547,0.24808,4.99579,5.22486,4.74771
548,0.24940,4.99575,5.22263,4.74635
549,0.25072,4.99571,5.22040,4.74499
550,0.25202,4.99566,5.21818,4.74364
551,0.25332,4.99560,5.21597,4.74229
552,0.25460,4.99554,5.21377,4.74094
553,0.25587,4.99547,5.21157,4.73960
554,0.25713,4.99540,5.20939,4.73827
555,0.25838,4.99532,5.20721,4.73694
556,0.25962,4.99523,5.20504,4.73561
557,0.26085,4.99514,5.20287,4.73429
558,0.26206,4.99504,5.20430,4.73297
559,0.25971,4.99495,5.20572,4.73524
560,0.25736,4.99486,5.20714,4.73750
561,0.25504,4.99479,5.20856,4.73975
562,0.25272,4.99472,5.20996,4.74199
563,0.25397,4.99465,5.20782,4.74067
564,0.25521,4.99457,5.20567,4.73936
565,0.25644,4.99449,5.20354,4.73805
566,0.25765,4.99440,5.20141,4.73675
567,0.25886,4.99431,5.19929,4.73545
568,0.26006,4.99421,5.19718,4.73415
569,0.26125,4.99411,5.19508,4.73286
570,0.26242,4.99400,5.19298,4.73158
571,0.26359,4.99389,5.19089,4.73030
572,0.26475,4.99377,5.18881,4.72902
573,0.26589,4.99364,5.18674,4.72775
574,0.26703,4.99351,5.18467,4.72648
575,0.26816,4.99338,5.18435,4.72522
576,0.26755,4.99325,5.18403,4.72569
577,0.26694,4.99311,5.18371,4.72617
578,0.26634,4.99298,5.18339,4.72664
579,0.26573,4.99285,5.18307,4.72712
580,0.26513,4.99272,5.18276,4.72759
581,0.26454,4.99259,5.18244,4.72806
582,0.26394,4.99246,5.18213,4.72852
583,0.26335,4.99234,5.18182,4.72899
584,0.26276,4.99221,5.18151,4.72945
585,0.26217,4.99208,5.18120,4.72991
586,0.26158,4.99196,5.18089,4.73038
587,0.26100,4.99184,5.18058,4.73083
588,0.26042,4.99171,5.18027,4.73129
589,0.25984,4.99159,5.17997,4.73175
590,0.25927,4.99147,5.17966,4.73220
591,0.25869,4.99135,5.18274,4.73266
592,0.24970,4.99125,5.19088,4.74155
593,0.24076,4.99118,5.19899,4.75042
594,0.23188,4.99114,5.20707,4.75926
595,0.22400,4.99113,5.21513,4.76807
596,0.23201,4.99114,5.22315,4.77685
597,0.24332,4.99119,5.23451,4.78392
598,0.25455,4.99127,5.24582,4.79599
599,0.26571,4.99139,5.25710,4.80801
600,0.27679,4.99154,5.26833,4.82000
601,0.28780,4.99174,5.27953,4.82529
602,0.29045,4.99194,5.28239,4.82890
603,0.29308,4.99216,5.28524,4.83250
604,0.29569,4.99239,5.28808,4.83444
605,0.29334,4.99261,5.28595,4.83306
606,0.28935,4.99282,5.28218,4.82838
607,0.28046,4.99302,5.27348,4.82043
608,0.27162,4.99318,5.26480,4.81250
609,0.26284,4.99332,5.25616,4.80460
610,0.25412,4.99342,5.24754,4.79672
611,0.24545,4.99350,5.23895,4.78887
612,0.23683,4.99356,5.23039,4.78105
613,0.22828,4.99358,5.22186,4.77325
614,0.22811,4.99358,5.21987,4.76547
615,0.22935,4.99358,5.21789,4.76423
616,0.23058,4.99357,5.21591,4.76299
617,0.23180,4.99355,5.21556,4.76175
618,0.22817,4.99354,5.21845,4.76537
619,0.22778,4.99354,5.22132,4.76898
620,0.23064,4.99355,5.22419,4.77258
621,0.23348,4.99357,5.22705,4.77617
622,0.23630,4.99360,5.22990,4.77974
623,0.23910,4.99364,5.23274,4.78331
624,0.24188,4.99370,5.23558,4.78686
625,0.24624,4.99376,5.24000,4.79040
626,0.25217,4.99383,5.24601,4.79712
627,0.25806,4.99393,5.25199,4.80383
628,0.26391,4.99405,5.25796,4.81051
629,0.26972,4.99419,5.26391,4.81717
630,0.27550,4.99435,5.26984,4.82381
631,0.28123,4.99452,5.27575,4.82409
632,0.28062,4.99470,5.27532,4.82437
633,0.28001,4.99487,5.27488,4.82464
