iteration,epsilon,payoff,attacker_best_response,defender_best_response
634,0.27940,4.99504,5.27445,4.82492
635,0.27880,4.99522,5.27402,4.82520
636,0.27820,4.99539,5.27358,4.82547
637,0.27760,4.99556,5.27316,4.82575
638,0.27700,4.99573,5.27273,4.82602
639,0.27641,4.99589,5.27230,4.82629
640,0.27582,4.99606,5.27187,4.82656
641,0.27523,4.99623,5.27145,4.82683
642,0.27464,4.99639,5.27103,4.82710
643,0.27405,4.99655,5.27061,4.82737
644,0.27347,4.99672,5.27019,4.82764
645,0.27289,4.99688,5.26977,4.82791
646,0.27231,4.99704,5.26935,4.82817
647,0.27174,4.99720,5.26893,4.82844
648,0.27116,4.99736,5.26852,4.82870
649,0.27059,4.99751,5.26810,4.82897
650,0.27002,4.99767,5.26769,4.82923
651,0.26485,4.99782,5.26267,4.82488
652,0.25972,4.99795,5.25767,4.82055
653,0.25461,4.99807,5.25268,4.81623
654,0.24953,4.99818,5.24771,4.81193
655,0.24448,4.99827,5.24275,4.80763
656,0.23946,4.99834,5.23780,4.80335
657,0.23448,4.99840,5.23288,4.79909
658,0.22952,4.99845,5.22796,4.79483
659,0.22459,4.99848,5.22307,4.79059
660,0.21666,4.99849,5.21515,4.78333
661,0.22239,4.99848,5.20726,4.77610
662,0.22957,4.99845,5.19940,4.76888
663,0.23671,4.99840,5.19155,4.76169
664,0.24380,4.99832,5.18373,4.75452
665,0.25085,4.99822,5.17594,4.74737
666,0.25786,4.99810,5.17117,4.74024
667,0.26034,4.99797,5.16792,4.73763
668,0.26280,4.99783,5.16467,4.73503
669,0.26525,4.99768,5.16143,4.73244
670,0.26768,4.99753,5.15821,4.72985
671,0.27009,4.99736,5.15797,4.72727
672,0.26655,4.99721,5.16071,4.73065
673,0.26303,4.99706,5.16345,4.73403
674,0.25953,4.99692,5.16617,4.73739
675,0.26049,4.99679,5.16889,4.73630
676,0.26293,4.99665,5.16568,4.73373
677,0.26534,4.99651,5.16248,4.73117
678,0.26775,4.99636,5.15929,4.72861
679,0.27013,4.99620,5.15611,4.72607
680,0.27251,4.99604,5.15294,4.72353
681,0.27486,4.99586,5.14978,4.72100
682,0.27721,4.99568,5.14663,4.71848
683,0.27953,4.99549,5.14348,4.71596
684,0.28185,4.99530,5.14035,4.71345
685,0.28414,4.99509,5.14015,4.71095
686,0.28352,4.99489,5.13994,4.71137
687,0.28290,4.99469,5.13974,4.71179
688,0.28228,4.99449,5.13953,4.71221
689,0.28166,4.99429,5.14369,4.71263
690,0.27671,4.99410,5.14783,4.71739
691,0.27179,4.99393,5.15195,4.72214
692,0.26690,4.99377,5.15607,4.72688
693,0.26203,4.99363,5.16017,4.73160
694,0.25719,4.99350,5.16427,4.73631
695,0.25237,4.99338,5.16835,4.74101
696,0.24759,4.99328,5.17241,4.74569
697,0.24283,4.99318,5.17647,4.75036
698,0.24239,4.99311,5.18052,4.75072
699,0.24195,4.99303,5.18026,4.75107
700,0.24152,4.99295,5.18000,4.75143
701,0.24109,4.99287,5.18117,4.75178
702,0.23782,4.99281,5.18803,4.75499
703,0.23457,4.99275,5.19061,4.75818
704,0.23134,4.99270,5.19460,4.76136
705,0.22388,4.99267,5.20142,4.76879
706,0.21646,4.99266,5.20822,4.77620
707,0.22233,4.99267,5.21499,4.78359
708,0.22905,4.99270,5.22175,4.79096
709,0.23575,4.99274,5.22849,4.79831
710,0.24240,4.99281,5.23521,4.80563
711,0.24901,4.99290,5.24191,4.81294
712,0.25559,4.99301,5.24860,4.82022
713,0.26213,4.99313,5.25526,4.82749
714,0.26863,4.99328,5.26190,4.83473
715,0.27509,4.99344,5.26853,4.83497
716,0.27455,4.99360,5.26816,4.83520
717,0.27402,4.99377,5.26778,4.83543
718,0.27348,4.99393,5.26741,4.83426
719,0.27018,4.99407,5.26426,4.82754
720,0.26690,4.99421,5.26111,4.82500
721,0.26363,4.99435,5.25798,4.82247
722,0.26038,4.99447,5.25485,4.81994
723,0.25714,4.99458,5.25173,4.81743
724,0.25393,4.99469,5.24862,4.81492
725,0.25073,4.99479,5.24552,4.81241
726,0.24754,4.99488,5.24242,4.80992
727,0.24438,4.99496,5.23934,4.80743
728,0.24123,4.99504,5.23626,4.80495
729,0.23809,4.99510,5.23320,4.80247
730,0.23498,4.99516,5.23014,4.80000
731,0.23188,4.99521,5.22709,4.79754
732,0.22879,4.99525,5.22404,4.79508
733,0.22845,4.99529,5.22374,4.79263
734,0.22811,4.99532,5.22343,4.79292
735,0.22777,4.99536,5.22313,4.79320
736,0.22743,4.99539,5.22283,4.79348
737,0.22710,4.99543,5.22252,4.79376
738,0.22270,4.99546,5.21816,4.78997
739,0.21833,4.99548,5.21380,4.78620
740,0.21398,4.99548,5.20946,4.78243
741,0.21680,4.99548,5.20513,4.77868
742,0.22053,4.99546,5.20081,4.77493
743,0.22424,4.99544,5.19650,4.77120
744,0.22793,4.99540,5.19220,4.76747
745,0.23159,4.99535,5.18792,4.76376
746,0.23524,4.99530,5.18365,4.76005
747,0.23887,4.99523,5.17938,4.75636
748,0.24248,4.99515,5.18048,4.75267
749,0.24074,4.99507,5.18158,4.75434
750,0.23900,4.99500,5.18267,4.75600
751,0.23728,4.99494,5.18375,4.75766
752,0.23557,4.99488,5.18484,4.75931
753,0.23386,4.99482,5.18592,4.76096
754,0.23216,4.99476,5.18700,4.76260
755,0.23047,4.99471,5.18808,4.76424
756,0.22879,4.99466,5.18915,4.76587
757,0.22712,4.99463,5.19419,4.76750
758,0.22678,4.99459,5.19393,4.76781
759,0.22644,4.99455,5.19368,4.76812
760,0.22610,4.99452,5.19342,4.76842
761,0.22576,4.99448,5.19317,4.76873
762,0.22542,4.99445,5.19291,4.76903
763,0.22508,4.99441,5.19266,4.76933
764,0.22474,4.99438,5.19241,4.76963
765,0.22441,4.99434,5.19216,4.76993
766,0.22407,4.99431,5.19191,4.77023
767,0.22764,4.99427,5.18774,4.76662
768,0.23120,4.99422,5.18359,4.76302
769,0.23473,4.99416,5.17945,4.75943
770,0.23824,4.99409,5.17532,4.75584
771,0.24174,4.99401,5.17380,4.75227
772,0.24263,4.99393,5.17228,4.75130
773,0.24352,4.99384,5.17076,4.75032
774,0.24440,4.99376,5.16925,4.74935
775,0.24528,4.99366,5.16774,4.74839
776,0.24615,4.99357,5.16624,4.74742
777,0.24701,4.99348,5.16474,4.74646
778,0.24788,4.99338,5.16324,4.74550
779,0.24873,4.99328,5.16175,4.74454
780,0.24958,4.99317,5.16026,4.74359
781,0.25043,4.99306,5.15877,4.74264
782,0.25127,4.99295,5.15729,4.74169
783,0.25210,4.99284,5.15581,4.74074
784,0.25293,4.99273,5.15434,4.73980
785,0.25375,4.99261,5.15287,4.73885
786,0.25457,4.99249,5.15140,4.73791
787,0.25539,4.99236,5.14994,4.73698
788,0.25620,4.99224,5.14848,4.73604
789,0.25700,4.99211,5.14702,4.73511
790,0.25780,4.99198,5.14684,4.73418
791,0.25607,4.99185,5.14791,4.73578
792,0.25435,4.99173,5.15025,4.73737
793,0.24886,4.99161,5.15511,4.74275
794,0.24340,4.99151,5.15995,4.74811
795,0.23797,4.99142,5.16478,4.75346
796,0.23256,4.99135,5.16960,4.75879
797,0.22717,4.99129,5.17440,4.76412
798,0.22182,4.99124,5.17920,4.76942
799,0.21648,4.99120,5.18398,4.77472
800,0.21118,4.99118,5.18875,4.78000
801,0.20590,4.99117,5.19351,4.78527
802,0.20708,4.99117,5.19825,4.79052
803,0.21180,4.99118,5.20299,4.79577
804,0.21650,4.99121,5.20771,4.80100
805,0.22117,4.99125,5.21242,4.80621
806,0.22582,4.99130,5.21712,4.81141
807,0.23044,4.99136,5.22181,4.81660
808,0.23505,4.99144,5.22649,4.82178
809,0.23962,4.99153,5.23115,4.82695
810,0.24418,4.99162,5.23580,4.83210
811,0.24871,4.99174,5.24044,4.83724
812,0.24707,4.99185,5.23892,4.83621
813,0.24543,4.99196,5.23739,4.83518
814,0.24380,4.99207,5.23587,4.83415
815,0.24218,4.99217,5.23436,4.83313
816,0.24057,4.99227,5.23284,4.83211
817,0.23897,4.99237,5.23133,4.82987
818,0.23493,4.99246,5.22738,4.82641
819,0.23091,4.99254,5.22344,4.82295
820,0.22691,4.99261,5.21951,4.81951
821,0.22292,4.99267,5.21559,4.81608
822,0.21896,4.99272,5.21168,4.81265
823,0.21501,4.99276,5.20778,4.80923
824,0.21109,4.99280,5.20388,4.80583
825,0.20718,4.99282,5.20000,4.80242
826,0.20329,4.99284,5.19613,4.79903
827,0.19942,4.99284,5.19226,4.79565
828,0.20057,4.99284,5.18841,4.79227
829,0.20393,4.99283,5.18456,4.78890
830,0.20727,4.99281,5.18072,4.78554
831,0.21060,4.99279,5.17690,4.78219
832,0.21390,4.99275,5.17308,4.77885
833,0.21719,4.99270,5.16927,4.77551
834,0.22047,4.99265,5.16547,4.77218
835,0.22373,4.99259,5.16168,4.76886
836,0.22697,4.99252,5.15789,4.76555
837,0.23020,4.99244,5.15412,4.76225
838,0.23341,4.99236,5.15036,4.75895
839,0.23660,4.99226,5.14660,4.75566
840,0.23978,4.99216,5.14286,4.75238
841,0.24294,4.99205,5.14388,4.74911
842,0.23898,4.99195,5.14727,4.75297
843,0.23503,4.99185,5.15065,4.75682
844,0.23110,4.99177,5.15403,4.76066
845,0.22719,4.99169,5.15740,4.76450
846,0.22330,4.99162,5.16076,4.76832
847,0.21942,4.99156,5.16411,4.77214
848,0.21557,4.99151,5.16745,4.77594
849,0.21173,4.99147,5.17314,4.77974
850,0.20909,4.99144,5.18000,4.78235
851,0.20646,4.99142,5.18214,4.78496
852,0.20385,4.99140,5.18427,4.78756
853,0.20124,4.99139,5.18640,4.79015
854,0.19865,4.99139,5.18852,4.79274
855,0.19925,4.99139,5.19064,4.79532
856,0.20136,4.99140,5.19276,4.79673
857,0.20229,4.99141,5.19370,4.79813
858,0.20322,4.99142,5.19464,4.79953
859,0.20414,4.99143,5.19558,4.80093
860,0.20042,4.99144,5.19186,4.79767
861,0.19702,4.99145,5.18815,4.79443
862,0.20026,4.99144,5.18445,4.79118
863,0.20348,4.99143,5.18308,4.78795
864,0.20322,4.99142,5.18287,4.78819
865,0.20296,4.99140,5.18266,4.78844
866,0.20271,4.99139,5.18245,4.78868
867,0.20245,4.99138,5.18224,4.78893
868,0.20219,4.99136,5.18318,4.78917
869,0.19964,4.99135,5.18527,4.79171
870,0.19710,4.99135,5.18736,4.79425
871,0.19809,4.99135,5.18944,4.79679
872,0.20016,4.99136,5.19151,4.79931
873,0.20222,4.99137,5.19359,4.80183
874,0.20426,4.99139,5.19565,4.80435
875,0.20630,4.99141,5.19771,4.80686
876,0.20833,4.99144,5.19977,4.80936
877,0.21035,4.99147,5.20182,4.81186
878,0.21237,4.99151,5.20387,4.81435
879,0.21437,4.99155,5.20592,4.81684
880,0.21636,4.99160,5.20795,4.81932
881,0.21834,4.99165,5.20999,4.82179
882,0.22031,4.99171,5.21202,4.82426
883,0.22227,4.99177,5.21404,4.82673
884,0.22423,4.99184,5.21606,4.82919
885,0.22617,4.99191,5.21808,4.83164
886,0.22810,4.99199,5.22009,4.83409
887,0.23003,4.99207,5.22210,4.83653
888,0.23195,4.99215,5.22410,4.83896
889,0.23385,4.99224,5.22610,4.84139
890,0.23575,4.99234,5.22809,4.84382
891,0.23764,4.99244,5.23008,4.84624
892,0.23952,4.99255,5.23206,4.84865
893,0.24139,4.99266,5.23404,4.85106
894,0.24325,4.99277,5.23602,4.85347
895,0.24510,4.99289,5.23799,4.85587
896,0.24694,4.99301,5.23996,4.85826
897,0.24878,4.99314,5.24192,4.86065
898,0.25061,4.99327,5.24388,4.86080
899,0.24909,4.99340,5.24249,4.85984
900,0.24758,4.99353,5.24111,4.85889
901,0.24608,4.99365,5.23973,4.85794
902,0.24459,4.99377,5.23836,4.85698
903,0.24421,4.99389,5.23810,4.85604
904,0.24382,4.99401,5.23783,4.85619
905,0.24344,4.99412,5.23757,4.85635
906,0.24307,4.99424,5.23731,4.85651
907,0.24269,4.99436,5.23705,4.85667
908,0.24011,4.99447,5.23458,4.85463
909,0.23755,4.99458,5.23212,4.85259
910,0.23499,4.99468,5.22967,4.85055
911,0.23245,4.99478,5.22722,4.84852
912,0.22991,4.99487,5.22478,4.84649
913,0.22739,4.99496,5.22234,4.84447
914,0.22487,4.99504,5.21991,4.84245
915,0.22237,4.99511,5.21749,4.84044
916,0.21988,4.99519,5.21507,4.83843
917,0.21849,4.99525,5.21374,4.83642
918,0.22037,4.99532,5.21569,4.83878
919,0.22224,4.99539,5.21763,4.84113
920,0.22410,4.99547,5.21957,4.84348
921,0.22595,4.99555,5.22150,4.84582
922,0.22779,4.99563,5.22343,4.84816
923,0.23179,4.99572,5.22752,4.85265
924,0.23578,4.99583,5.23160,4.85714
925,0.23974,4.99594,5.23568,4.85946
926,0.24045,4.99605,5.23650,4.86069
927,0.24116,4.99616,5.23732,4.86192
928,0.24187,4.99628,5.23815,4.86315
929,0.24257,4.99640,5.23897,4.86437
930,0.24327,4.99652,5.23978,4.86559
931,0.24396,4.99664,5.24060,4.86681
932,0.24465,4.99676,5.24142,4.86803
933,0.24534,4.99689,5.24223,4.86924
934,0.24603,4.99701,5.24304,4.87045
935,0.24671,4.99714,5.24385,4.87166
936,0.24738,4.99727,5.24466,4.87286
937,0.24806,4.99741,5.24546,4.87407
938,0.24873,4.99754,5.24627,4.87527
939,0.24940,4.99768,5.24707,4.87433
940,0.24581,4.99781,5.24362,4.87128
941,0.24224,4.99793,5.24017,4.86823
942,0.23869,4.99804,5.23673,4.86518
943,0.23620,4.99815,5.23436,4.86214
944,0.23691,4.99826,5.23517,4.86335
945,0.23761,4.99837,5.23598,4.86455
946,0.23831,4.99848,5.23679,4.86575
947,0.23900,4.99859,5.23759,4.86695
948,0.23969,4.99871,5.23840,4.86814
949,0.24038,4.99882,5.23920,4.86934
950,0.24106,4.99894,5.24000,4.87053
951,0.24174,4.99906,5.24080,4.87171
952,0.24242,4.99918,5.24160,4.86975
953,0.23890,4.99930,5.23820,4.86674
954,0.23540,4.99940,5.23480,4.86373
955,0.23191,4.99951,5.23141,4.86073
956,0.22843,4.99960,5.22803,4.85774
957,0.22497,4.99969,5.22466,4.85475
958,0.22153,4.99977,5.22129,4.85177
959,0.21810,4.99984,5.21794,4.84880
960,0.21468,4.99991,5.21458,4.84583
961,0.21127,4.99997,5.21124,4.84287
962,0.20788,5.00002,5.20790,4.83992
963,0.20450,5.00007,5.20457,4.83697
964,0.20114,5.00011,5.20124,4.83402
965,0.19779,5.00014,5.19793,4.83109
966,0.19445,5.00017,5.19462,4.82816
967,0.19113,5.00019,5.19131,4.82523
968,0.18782,5.00020,5.18802,4.82231
969,0.18452,5.00021,5.18473,4.81940
970,0.18371,5.00021,5.18351,4.81649
971,0.18352,5.00021,5.18332,4.81668
972,0.18333,5.00021,5.18313,4.81687
973,0.18314,5.00020,5.18294,4.81706
974,0.18296,5.00020,5.18275,4.81725
975,0.18277,5.00020,5.18256,4.81744
976,0.18258,5.00020,5.18238,4.81762
977,0.18239,5.00020,5.18219,4.81781
978,0.18221,5.00020,5.18200,4.81800
979,0.18202,5.00020,5.18182,4.81818
980,0.18183,5.00020,5.18163,4.81837
981,0.18328,5.00020,5.18349,4.81855
982,0.18513,5.00021,5.18534,4.82077
983,0.18697,5.00021,5.18718,4.82299
984,0.18880,5.00023,5.18902,4.82520
985,0.19062,5.00024,5.19086,4.82741
986,0.19244,5.00026,5.19270,4.82961
987,0.19424,5.00029,5.19453,4.83181
988,0.19604,5.00031,5.19636,4.83401
989,0.19783,5.00035,5.19818,4.83620
990,0.19962,5.00038,5.20000,4.83737
991,0.19938,5.00042,5.19980,4.83754
992,0.19914,5.00046,5.19960,4.83770
993,0.19890,5.00049,5.19940,4.83787
994,0.19867,5.00053,5.19920,4.83803
995,0.20245,5.00056,5.20302,4.83719
996,0.20421,5.00061,5.20482,4.83936
997,0.20597,5.00065,5.20662,4.84152
998,0.20772,5.00070,5.20842,4.84369
999,0.20946,5.00075,5.21021,4.84484
1000,0.20919,5.00081,5.21000,4.84500
