iteration,epsilon,payoff,attacker_best_response,defender_best_response
630,0.69872,4.44316,5.14188,4.04806
631,0.69921,4.44365,5.14286,4.05067
632,0.69969,4.44413,5.14383,4.05326
633,0.70017,4.44462,5.14480,4.05585
634,0.70065,4.44512,5.14576,4.05843
635,0.70112,4.44561,5.14673,4.06101
636,0.70158,4.44611,5.14769,4.06358
637,0.70204,4.44661,5.14865,4.06614
638,0.70250,4.44711,5.14961,4.06869
639,0.70295,4.44761,5.15056,4.07124
640,0.70340,4.44812,5.15152,4.07378
641,0.70384,4.44863,5.15247,4.07632
642,0.70428,4.44913,5.15342,4.07884
643,0.70472,4.44965,5.15436,4.08136
644,0.70515,4.45016,5.15531,4.08388
645,0.70557,4.45068,5.15625,4.08639
646,0.70600,4.45119,5.15719,4.08889
647,0.70641,4.45171,5.15813,4.09138
648,0.70683,4.45224,5.15907,4.09387
649,0.70724,4.45276,5.16000,4.09635
650,0.70765,4.45329,5.16093,4.09883
651,0.70805,4.45381,5.16186,4.10130
652,0.70845,4.45434,5.16279,4.10376
653,0.70884,4.45488,5.16372,4.10622
654,0.70923,4.45541,5.16464,4.10867
655,0.70962,4.45594,5.16556,4.11111
656,0.71000,4.45648,5.16648,4.11355
657,0.71038,4.45702,5.16740,4.11598
658,0.71076,4.45756,5.16832,4.11840
659,0.71113,4.45810,5.16923,4.12082
660,0.71150,4.45865,5.17014,4.12323
661,0.71186,4.45919,5.17105,4.12564
662,0.71222,4.45974,5.17196,4.12804
663,0.71258,4.46029,5.17287,4.13043
664,0.71293,4.46084,5.17377,4.13282
665,0.71328,4.46139,5.17467,4.13520
666,0.71362,4.46195,5.17557,4.13758
667,0.71396,4.46251,5.17647,4.13995
668,0.71430,4.46306,5.17737,4.14231
669,0.71464,4.46362,5.17826,4.14467
670,0.71497,4.46418,5.17915,4.14702
671,0.71530,4.46475,5.18004,4.14937
672,0.71562,4.46531,5.18093,4.15171
673,0.71594,4.46588,5.18182,4.15404
674,0.71626,4.46644,5.18270,4.15637
675,0.71657,4.46701,5.18359,4.15869
676,0.71688,4.46758,5.18447,4.16101
677,0.71719,4.46815,5.18534,4.16332
678,0.71749,4.46873,5.18622,4.16562
679,0.71779,4.46930,5.18710,4.16792
680,0.71809,4.46988,5.18797,4.17021
681,0.71839,4.47046,5.18884,4.17250
682,0.71868,4.47104,5.18971,4.17478
683,0.71896,4.47162,5.19058,4.17706
684,0.71925,4.47220,5.19144,4.17933
685,0.71953,4.47278,5.19231,4.18159
686,0.71980,4.47336,5.19317,4.18385
687,0.72008,4.47395,5.19403,4.18610
688,0.72035,4.47454,5.19489,4.18835
689,0.72062,4.47513,5.19574,4.19059
690,0.72088,4.47572,5.19660,4.19283
691,0.72114,4.47631,5.19745,4.19506
692,0.72140,4.47690,5.19830,4.19729
693,0.72166,4.47749,5.19915,4.19951
694,0.72191,4.47809,5.20000,4.20172
695,0.72216,4.47868,5.20085,4.20393
696,0.72241,4.47928,5.20169,4.20613
697,0.72265,4.47988,5.20253,4.20833
698,0.72289,4.48048,5.20337,4.21053
699,0.72313,4.48108,5.20421,4.21271
700,0.72336,4.48168,5.20505,4.21490
701,0.72360,4.48229,5.20588,4.21707
702,0.72382,4.48289,5.20672,4.21924
703,0.72405,4.48350,5.20755,4.22141
704,0.72427,4.48410,5.20838,4.22357
705,0.72449,4.48471,5.20921,4.22573
706,0.72471,4.48532,5.21003,4.22788
707,0.72493,4.48593,5.21086,4.23002
708,0.72514,4.48654,5.21168,4.23216
709,0.72535,4.48715,5.21250,4.23430
710,0.72555,4.48777,5.21332,4.23643
711,0.72576,4.48838,5.21414,4.23855
712,0.72596,4.48900,5.21495,4.24067
713,0.72616,4.48961,5.21577,4.24279
714,0.72635,4.49023,5.21658,4.24490
715,0.72654,4.49085,5.21739,4.24700
716,0.72673,4.49147,5.21820,4.24910
717,0.72692,4.49209,5.21901,4.25120
718,0.72711,4.49271,5.21981,4.25329
719,0.72729,4.49333,5.22062,4.25537
720,0.72747,4.49395,5.22142,4.25745
721,0.72765,4.49458,5.22222,4.25952
722,0.72782,4.49520,5.22302,4.26159
723,0.72799,4.49583,5.22382,4.26366
724,0.72816,4.49645,5.22462,4.26572
725,0.72833,4.49708,5.22541,4.26777
726,0.72849,4.49771,5.22620,4.26982
727,0.72865,4.49834,5.22699,4.27187
728,0.72677,4.49897,5.22574,4.27155
729,0.72490,4.49959,5.22449,4.27123
730,0.72303,4.50021,5.22324,4.27091
731,0.72117,4.50083,5.22200,4.27059
732,0.71931,4.50144,5.22075,4.27027
733,0.71747,4.50205,5.21951,4.26995
734,0.71562,4.50265,5.21827,4.26964
735,0.71379,4.50325,5.21704,4.26932
736,0.71297,4.50385,5.21682,4.26901
737,0.71620,4.50445,5.22065,4.27453
738,0.71941,4.50506,5.22447,4.28005
739,0.72261,4.50567,5.22828,4.28555
740,0.72579,4.50630,5.23209,4.29104
741,0.72896,4.50693,5.23589,4.29651
742,0.73211,4.50757,5.23968,4.30197
743,0.73525,4.50821,5.24346,4.30742
744,0.73837,4.50887,5.24724,4.31286
745,0.73646,4.50953,5.24598,4.31250
746,0.73456,4.51018,5.24473,4.31214
747,0.73266,4.51083,5.24349,4.31178
748,0.73077,4.51147,5.24224,4.31142
749,0.72889,4.51211,5.24100,4.31106
750,0.72701,4.51275,5.23976,4.31070
751,0.72514,4.51338,5.23852,4.31034
752,0.72328,4.51401,5.23729,4.30999
753,0.72142,4.51464,5.23606,4.30963
754,0.71957,4.51526,5.23483,4.30928
755,0.71772,4.51587,5.23360,4.30892
756,0.71589,4.51649,5.23237,4.30857
757,0.71405,4.51710,5.23115,4.30822
758,0.71223,4.51770,5.22993,4.30787
759,0.71041,4.51831,5.22871,4.30752
760,0.70859,4.51890,5.22750,4.30717
761,0.70679,4.51950,5.22628,4.30682
762,0.70498,4.52009,5.22507,4.30647
763,0.70319,4.52068,5.22387,4.30612
764,0.70140,4.52126,5.22266,4.30578
765,0.69961,4.52184,5.22146,4.30543
766,0.69784,4.52242,5.22026,4.30508
767,0.69607,4.52299,5.21906,4.30474
768,0.69430,4.52356,5.21786,4.30440
769,0.69254,4.52413,5.21667,4.30405
770,0.69079,4.52469,5.21548,4.30371
771,0.68904,4.52525,5.21429,4.30337
772,0.68730,4.52580,5.21310,4.30303
773,0.68556,4.52636,5.21191,4.30269
774,0.68383,4.52690,5.21073,4.30235
775,0.68210,4.52745,5.20955,4.30201
776,0.68038,4.52799,5.20837,4.30168
777,0.67867,4.52853,5.20720,4.30134
778,0.67696,4.52906,5.20603,4.30100
779,0.67526,4.52959,5.20485,4.30067
780,0.67356,4.53012,5.20369,4.30033
781,0.67187,4.53065,5.20252,4.30000
782,0.67019,4.53117,5.20136,4.29967
783,0.66851,4.53169,5.20019,4.29933
784,0.66683,4.53220,5.19903,4.29900
785,0.66516,4.53271,5.19788,4.29867
786,0.66350,4.53322,5.19672,4.29834
787,0.66184,4.53373,5.19557,4.29801
788,0.66019,4.53423,5.19442,4.29768
789,0.65854,4.53473,5.19327,4.29736
790,0.65690,4.53522,5.19212,4.29703
791,0.65526,4.53571,5.19098,4.29670
792,0.65363,4.53620,5.18984,4.29638
793,0.65201,4.53669,5.18870,4.29605
794,0.65039,4.53717,5.18756,4.29573
795,0.64877,4.53765,5.18642,4.29540
796,0.64716,4.53813,5.18529,4.29508
797,0.64556,4.53860,5.18416,4.29476
798,0.64396,4.53907,5.18303,4.29444
799,0.64236,4.53954,5.18190,4.29412
800,0.64078,4.54000,5.18078,4.29380
801,0.63919,4.54047,5.17966,4.29348
802,0.63761,4.54092,5.17854,4.29316
803,0.63604,4.54138,5.17742,4.29284
804,0.63447,4.54183,5.17630,4.29252
805,0.63291,4.54228,5.17519,4.29221
806,0.63135,4.54273,5.17408,4.29189
807,0.62979,4.54317,5.17297,4.29158
808,0.62825,4.54361,5.17186,4.29126
809,0.62670,4.54405,5.17075,4.29095
810,0.62516,4.54449,5.16965,4.29064
811,0.62363,4.54492,5.16855,4.29032
812,0.62210,4.54535,5.16745,4.29001
813,0.62058,4.54578,5.16635,4.28970
814,0.61906,4.54620,5.16526,4.28939
815,0.61755,4.54662,5.16417,4.28908
816,0.61604,4.54704,5.16307,4.28663
817,0.61360,4.54745,5.16105,4.28419
818,0.61304,4.54786,5.16090,4.28495
819,0.61248,4.54827,5.16075,4.28571
820,0.61192,4.54867,5.16060,4.28647
821,0.61137,4.54908,5.16045,4.28723
822,0.61081,4.54949,5.16030,4.28799
823,0.61026,4.54989,5.16015,4.28875
824,0.60970,4.55030,5.16000,4.28950
825,0.60915,4.55070,5.15985,4.29025
826,0.60860,4.55110,5.15970,4.29101
827,0.60805,4.55150,5.15955,4.29175
828,0.60750,4.55191,5.15941,4.29250
829,0.60695,4.55231,5.15926,4.29325
830,0.60641,4.55271,5.15911,4.29294
831,0.60309,4.55310,5.15619,4.29053
832,0.59979,4.55349,5.15328,4.28812
833,0.59650,4.55387,5.15037,4.28571
834,0.59322,4.55425,5.14747,4.28332
835,0.58995,4.55462,5.14457,4.28092
836,0.58669,4.55498,5.14167,4.27853
837,0.58345,4.55534,5.13879,4.27615
838,0.58022,4.55569,5.13590,4.27377
839,0.57699,4.55603,5.13303,4.27140
840,0.57378,4.55637,5.13016,4.26903
841,0.57059,4.55670,5.12729,4.26667
842,0.56740,4.55703,5.12443,4.26431
843,0.56422,4.55735,5.12157,4.26195
844,0.56106,4.55766,5.11872,4.25961
845,0.55791,4.55797,5.11588,4.25726
846,0.55476,4.55827,5.11304,4.25492
847,0.55163,4.55857,5.11020,4.25259
848,0.54852,4.55886,5.10737,4.25026
849,0.54541,4.55914,5.10455,4.24793
850,0.54231,4.55942,5.10173,4.24561
851,0.53922,4.55969,5.09891,4.24330
852,0.53615,4.55995,5.09610,4.24099
853,0.53308,4.56021,5.09330,4.23868
854,0.53003,4.56047,5.09050,4.23638
855,0.52699,4.56072,5.08770,4.23409
856,0.52395,4.56096,5.08491,4.23179
857,0.52184,4.56120,5.08303,4.22951
858,0.52062,4.56143,5.08206,4.22927
859,0.51942,4.56166,5.08108,4.22904
860,0.51821,4.56189,5.08011,4.22880
861,0.51701,4.56212,5.07914,4.22857
862,0.51582,4.56235,5.07817,4.22834
863,0.51463,4.56257,5.07720,4.22811
864,0.51344,4.56280,5.07623,4.22787
865,0.51225,4.56302,5.07527,4.22764
866,0.51107,4.56324,5.07431,4.22741
867,0.50989,4.56345,5.07335,4.22718
868,0.50872,4.56367,5.07239,4.22695
869,0.50755,4.56388,5.07143,4.22672
870,0.50638,4.56410,5.07047,4.22649
871,0.50521,4.56431,5.06952,4.22626
872,0.50405,4.56451,5.06857,4.22603
873,0.50290,4.56472,5.06762,4.22581
874,0.50174,4.56492,5.06667,4.22558
875,0.50059,4.56513,5.06572,4.22535
876,0.49945,4.56533,5.06477,4.22513
877,0.49830,4.56553,5.06383,4.22490
878,0.49716,4.56572,5.06289,4.22467
879,0.49603,4.56592,5.06195,4.22445
880,0.49489,4.56611,5.06101,4.22422
881,0.49376,4.56631,5.06007,4.22400
882,0.49264,4.56650,5.05914,4.22378
883,0.49152,4.56669,5.05820,4.22355
884,0.49040,4.56687,5.05727,4.22333
885,0.48928,4.56706,5.05634,4.22311
886,0.48817,4.56724,5.05541,4.22289
887,0.48706,4.56742,5.05448,4.22266
888,0.48595,4.56760,5.05356,4.22145
889,0.48310,4.56778,5.05088,4.21925
890,0.48025,4.56795,5.04820,4.21705
891,0.47742,4.56812,5.04553,4.21485
892,0.47459,4.56828,5.04287,4.21266
893,0.47352,4.56843,5.04196,4.21047
894,0.47508,4.56859,5.04367,4.21323
895,0.47662,4.56875,5.04538,4.21598
896,0.47816,4.56892,5.04708,4.21872
897,0.47970,4.56908,5.04878,4.22146
898,0.48122,4.56925,5.05048,4.22419
899,0.48275,4.56943,5.05217,4.22692
900,0.48426,4.56961,5.05387,4.22964
901,0.48577,4.56979,5.05556,4.23235
902,0.48727,4.56997,5.05724,4.23506
903,0.48876,4.57016,5.05893,4.23777
904,0.49025,4.57035,5.06061,4.24047
905,0.49173,4.57055,5.06228,4.24316
906,0.49321,4.57075,5.06396,4.24585
907,0.49468,4.57095,5.06563,4.24854
908,0.49614,4.57116,5.06730,4.25122
909,0.49760,4.57136,5.06897,4.25195
910,0.49475,4.57157,5.06632,4.24976
911,0.49191,4.57177,5.06368,4.24757
912,0.48908,4.57197,5.06105,4.24539
913,0.48626,4.57216,5.05842,4.24322
914,0.48345,4.57234,5.05579,4.24105
915,0.48065,4.57253,5.05317,4.23888
916,0.47786,4.57270,5.05056,4.23671
917,0.47507,4.57287,5.04795,4.23456
918,0.47230,4.57304,5.04534,4.23240
919,0.46953,4.57320,5.04274,4.23025
920,0.46678,4.57336,5.04014,4.22810
921,0.46403,4.57351,5.03754,4.22596
922,0.46130,4.57366,5.03495,4.22382
923,0.45857,4.57380,5.03237,4.22169
924,0.45585,4.57394,5.02979,4.21956
925,0.45314,4.57407,5.02721,4.21743
926,0.45044,4.57420,5.02464,4.21531
927,0.44944,4.57432,5.02377,4.21511
928,0.44845,4.57445,5.02290,4.21490
929,0.44746,4.57457,5.02203,4.21469
930,0.44648,4.57469,5.02117,4.21449
931,0.44549,4.57481,5.02030,4.21429
932,0.44451,4.57493,5.01944,4.21408
933,0.44353,4.57505,5.01858,4.21388
934,0.44256,4.57516,5.01772,4.21368
935,0.44158,4.57528,5.01686,4.21347
936,0.44061,4.57539,5.01601,4.21327
937,0.43965,4.57550,5.01515,4.21307
938,0.43868,4.57561,5.01430,4.21287
939,0.43772,4.57572,5.01345,4.21267
940,0.43676,4.57583,5.01259,4.21246
941,0.43413,4.57594,5.01007,4.21038
942,0.43151,4.57604,5.00754,4.20829
943,0.42889,4.57613,5.00503,4.20621
944,0.42628,4.57623,5.00251,4.20414
945,0.42369,4.57631,5.00000,4.20207
946,0.42110,4.57640,4.99749,4.20000
947,0.41852,4.57648,4.99499,4.19794
948,0.41594,4.57655,4.99249,4.19588
949,0.41338,4.57662,4.99000,4.19382
950,0.41082,4.57669,4.98751,4.19177
951,0.40828,4.57675,4.98502,4.18972
952,0.40574,4.57680,4.98254,4.18768
953,0.40321,4.57686,4.98007,4.18563
954,0.40069,4.57691,4.97759,4.18360
955,0.39817,4.57695,4.97512,4.18156
956,0.39746,4.57699,4.97266,4.17953
957,0.39952,4.57703,4.97020,4.17751
958,0.40158,4.57706,4.96774,4.17549
959,0.40362,4.57709,4.96529,4.17347
960,0.40566,4.57712,4.96284,4.17146
961,0.40769,4.57714,4.96040,4.16944
962,0.40971,4.57715,4.95796,4.16744
963,0.41173,4.57717,4.95552,4.16543
964,0.41374,4.57717,4.95309,4.16343
965,0.41574,4.57718,4.95066,4.16144
966,0.41773,4.57718,4.94988,4.15945
967,0.41604,4.57718,4.95074,4.16114
968,0.41435,4.57718,4.95160,4.16283
969,0.41267,4.57719,4.95246,4.16452
970,0.41099,4.57720,4.95332,4.16621
971,0.40932,4.57721,4.95417,4.16789
972,0.40765,4.57722,4.95503,4.16957
973,0.40599,4.57723,4.95588,4.17125
974,0.40433,4.57725,4.95673,4.17292
975,0.40268,4.57727,4.95759,4.17459
976,0.40103,4.57729,4.95844,4.17626
977,0.39939,4.57731,4.95928,4.17792
978,0.39775,4.57733,4.96013,4.17958
979,0.39612,4.57736,4.96098,4.18124
980,0.39449,4.57739,4.96182,4.18289
981,0.39287,4.57742,4.96266,4.18455
982,0.39126,4.57745,4.96513,4.18619
983,0.39172,4.57749,4.96921,4.19147
984,0.39574,4.57754,4.97328,4.19674
985,0.39976,4.57759,4.97735,4.20199
986,0.40375,4.57765,4.98141,4.20724
987,0.40774,4.57772,4.98546,4.21248
988,0.41171,4.57780,4.98951,4.21771
989,0.41566,4.57789,4.99355,4.22292
990,0.41960,4.57798,4.99758,4.22813
991,0.42353,4.57808,5.00161,4.23333
992,0.42745,4.57819,5.00563,4.23852
993,0.43135,4.57830,5.00965,4.24371
994,0.43523,4.57842,5.01365,4.24888
995,0.43910,4.57855,5.01766,4.25404
996,0.44296,4.57869,5.02165,4.25919
997,0.44681,4.57884,5.02564,4.26434
998,0.45064,4.57899,5.02962,4.26947
999,0.45445,4.57915,5.03360,4.27460
1000,0.45826,4.57931,5.03757,4.27971
